Brewery,Address,zipcode,PhoneNumber,YelpRating,NumReviews,lat,lng,url,PopDensity,Population Density,LANDSQMI,MedianIncome,Median Income
Lowdown Brewery,"800 Lincoln St, Denver, CO 80203",80203,-9308,4,251,39.72939,-104.98576,https://www.yelp.com/biz/lowdown-brewery-denver?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,18,17556,1.1,42,41999
Half Acre Brewery,"4257 N Lincoln Ave, Chicago, IL 60618",60618,-5058,4.5,246,41.9592087,-87.6821041,https://www.yelp.com/biz/half-acre-brewery-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,18,18195,5.1,56,55577
Half Acre Beer Company Tap Room,"4255 N Lincoln Ave, Chicago, IL 60618",60618,-5058,4.5,218,41.95935,-87.68201,https://www.yelp.com/biz/half-acre-beer-company-tap-room-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,18,18195,5.1,56,55577
Revolution Brewing - Kedzie Brewery,"3340 N Kedzie Ave, Chicago, IL 60618",60618,-3627,4.5,175,41.942143,-87.70768,https://www.yelp.com/biz/revolution-brewing-kedzie-brewery-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,18,18195,5.1,56,55577
TRVE Brewing Co,"227 Broadway, Ste 101",80203,-1674,4,170,39.7199173,-104.9876328,https://www.yelp.com/biz/trve-brewing-co-denver-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,18,17556,1.1,42,41999
Mumford Brewing,"416 Boyd St, Los Angeles, CA 90013",90013,NA,4.5,133,34.04629765,-118.2421663,https://www.yelp.com/biz/mumford-brewing-los-angeles-7?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,18,17546,0.7,20,20271
Baere Brewing Company,"320 Broadway, Unit E",80203,-4389,4.5,68,39.72138236,-104.9871872,https://www.yelp.com/biz/baere-brewing-company-denver?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,18,17556,1.1,42,41999
Lost Highway Brewing Company,"520 E Colfax Ave, Denver, CO 80203",80203,-10606,3.5,57,39.7397459,-104.980226,https://www.yelp.com/biz/lost-highway-brewing-company-denver?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,18,17556,1.1,42,41999
Old Irving Brewing,"4419 W Montrose Ave, Chicago, IL 60641",60641,-8109,4,52,41.96068178,-87.73937778,https://www.yelp.com/biz/old-irving-brewing-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,18,17730,4,47,46816
CO-Brew,"1133 Broadway, Denver, CO 80203",80203,-6163,4.5,23,39.73460557,-104.9876338,https://www.yelp.com/biz/co-brew-denver?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,18,17556,1.1,42,41999
Lake Effect Brewing Company,"4727 W Montrose Ave, Chicago, IL 60641",60641,-5975,5,17,41.9607033,-87.7463148,https://www.yelp.com/biz/lake-effect-brewing-company-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,18,17730,4,47,46816
Banded Oak Brewing Company,"470 Broadway, Denver, CO 80203",80203,-9231,4.5,14,39.72377,-104.9871,https://www.yelp.com/biz/banded-oak-brewing-co-denver?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,18,17556,1.1,42,41999
R & V Deli Grocery,"466 Riverdale Ave, Yonkers, NY 10705",10705,-9266,4,1,40.9159317,-73.9017258,https://www.yelp.com/biz/r-and-v-deli-grocery-yonkers?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,18,17521,2.2,47,47358
Elysian Fields,"542 1st Ave S, Seattle, WA 98104",98104,-5085,3,338,47.5970409,-122.3338425,https://www.yelp.com/biz/elysian-fields-seattle?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,17,16899,0.8,27,26637
Woods Bar & Brewery,"1701 Telegraph Ave, Oakland, CA 94612",94612,-9887,4,112,37.80674767,-122.2705298,https://www.yelp.com/biz/woods-bar-and-brewery-oakland-3?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,17,16899,0.9,26,26054
Philadelphia Brewing Company,"2440 Frankford Ave, Philadelphia, PA 19125",19125,-3380,4.5,110,39.9823014,-75.1269825,https://www.yelp.com/biz/philadelphia-brewing-company-philadelphia?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,17,16683,1.4,41,41186
Diving Dog Brewhouse,"1802 Telegraph Ave, Oakland, CA 94612",94612,-2729,4.5,102,37.80754749,-122.2693827,https://www.yelp.com/biz/diving-dog-brewhouse-oakland?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,17,16899,0.9,26,26054
Ferment Drink Repeat - FDR,"2636 San Bruno Avenue, San Francisco, CA 94134",94134,-6896,5,35,37.72826303,-122.4041671,https://www.yelp.com/biz/ferment-drink-repeat-fdr-san-francisco?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,17,17001,2.4,57,56716
Saint Benjamin Brewing Company,"1710 N 5th St, Philadelphia, PA 19122",19122,-4751,4.5,21,39.9772797,-75.1436234,https://www.yelp.com/biz/saint-benjamin-brewing-company-philadelphia?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,17,17060,1.3,24,23509
Thirsty Bear Organic Brewery,"661 Howard St, San Francisco, CA 94105",94105,-2293,3.5,1681,37.78539,-122.39953,https://www.yelp.com/biz/thirsty-bear-organic-brewery-san-francisco?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,16,15826,0.4,164,163949
BJ's Restaurant & Brewhouse,"101 N. Brand Blvd., Glendale, CA 91203",91203,-1821,3,662,34.146442,-118.255264,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,16,16151,0.8,43,43078
BJ's Restaurant & Brewhouse,"939 Broxton Ave, Westwood, CA 90024",90024,-7993,3,423,34.062937,-118.447187,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-westwood?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,16,16154,2.9,54,54373
Waikiki Brewing Company,"1945 Kalakaua Ave, Honolulu, HI 96815",96815,-8343,4.5,184,21.28582463,-157.833729,https://www.yelp.com/biz/waikiki-brewing-company-honolulu?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,16,16422,1.9,50,49971
The Good Beer Company,"309 W 4th St, Santa Ana, CA 92701",92701,NA,4.5,85,33.7482796,-117.8701401,https://www.yelp.com/biz/the-good-beer-company-santa-ana?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,16,16486,3.3,41,41331
Methodology,"326 1st St, San Francisco, CA 94105",94105,-7006,4,1,37.78685,-122.39429,https://www.yelp.com/biz/methodology-san-francisco?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,16,15826,0.4,164,163949
Rising Beverage,"10351 Santa Monica Blvd, Los Angeles, CA 90025",90025,-5365,2,1,34.05834,-118.42354,https://www.yelp.com/biz/rising-beverage-los-angeles?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,16,16402,2.6,73,73478
21st Amendment Brewpub,"563 2nd St, San Francisco, CA 94107",94107,-1683,3.5,2164,37.782536,-122.392441,https://www.yelp.com/biz/21st-amendment-brewpub-san-francisco-4?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,15,14845,1.8,114,114439
The Great Dane,"123 E Doty St, Madison, WI 53703",53703,-891,4,609,43.07444548,-89.38006371,https://www.yelp.com/biz/the-great-dane-madison-3?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,15,15362,1.8,26,26257
BJ's Restaurant & Brewhouse,"234 E. Colorado Blvd., Pasadena, CA 91101",91101,-1674,2.5,406,34.145669,-118.14571,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-pasadena?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,15,15445,1.3,57,56980
2nd Story Brewing,"117 Chestnut St, Philadelphia, PA 19106",19106,-6350,4,255,39.948376,-75.14359597,https://www.yelp.com/biz/2nd-story-brewing-philadelphia?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,15,14527,0.8,94,93720
Three Weavers Brewing Co,"1031 W Manchester Blvd, Inglewood, CA 90301",90301,-6539,4.5,174,33.96071,-118.37478,https://www.yelp.com/biz/three-weavers-brewing-co-inglewood?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,15,14760,2.5,38,38160
Black Hammer Brewing,"544 Bryant St, San Francisco, CA 94107",94107,-3395,4.5,142,37.7807,-122.39701,https://www.yelp.com/biz/black-hammer-brewing-san-francisco?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,15,14845,1.8,114,114439
Hoi Polloi Brewpub and Beat Lounge,"1763 Alcatraz Ave, Berkeley, CA 94703",94703,-8701,4.5,118,37.8489208,-122.2721875,https://www.yelp.com/biz/hoi-polloi-brewpub-and-beat-lounge-berkeley-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,15,14852,1.3,56,55554
Ale Industries,"3096 E 10th St, Oakland, CA 94601",94601,-4173,4.5,71,37.77619976,-122.2283765,https://www.yelp.com/biz/ale-industries-oakland-5?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,15,15487,3.3,38,38305
Seven Stills,"1439 Egbert Ave, Unit C",94107,-6201,5,34,37.7230425,-122.3935658,https://www.yelp.com/biz/seven-stills-san-francisco?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,15,14845,1.8,114,114439
Pacific Brewing Laboratory,"544 Bryant St, San Francisco, CA 94107",94107,-9194,4.5,15,37.780707,-122.397015,https://www.yelp.com/biz/pacific-brewing-laboratory-san-francisco-3?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,15,14845,1.8,114,114439
Home of the Brave Brewing,"901 Waimanu St, Honolulu, HI 96814",96814,-9315,5,8,21.2987702,-157.8536936,https://www.yelp.com/biz/home-of-the-brave-brewing-honolulu?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,15,15032,1.3,54,54085
Brew & Grow,"1525 Williamson St, Madison, WI 53703",53703,-9743,3.5,8,43.0876,-89.3582799,https://www.yelp.com/biz/brew-and-grow-madison?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,15,15362,1.8,26,26257
Inspired Brews,"263 N 3rd St, Philadelphia, PA 19106",19106,-10242,5,6,39.95572,-75.1442299,https://www.yelp.com/biz/inspired-brews-philadelphia?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,15,14527,0.8,94,93720
Home Brew Depot,"300 S Anderson St, Los Angeles, CA 90033",90033,-10785,3,1,34.0447,-118.22569,https://www.yelp.com/biz/home-brew-depot-los-angeles?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,15,14954,3.3,28,28005
Finnegans Brewery,"619 S 10th St, Minneapolis, MN 55404",55404,-1680,5,1,44.969902,-93.2654648,https://www.yelp.com/biz/finnegans-brewery-minneapolis?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,15,15329,1.8,25,25346
Deschutes Brewery Portland Public House,"210 NW 11th Ave, Portland, OR 97209",97209,-5704,4,1908,45.52461,-122.68187,https://www.yelp.com/biz/deschutes-brewery-portland-public-house-portland?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,14,14296,1.1,39,39258
Abigaile,"1301 Manhattan Ave, Hermosa Beach, CA 90254",90254,-9334,4,897,33.86325,-118.39953,https://www.yelp.com/biz/abigaile-hermosa-beach?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,14,13665,1.4,102,101655
Rogue Distillery and Public House,"1339 NW Flanders St, Portland, OR 97209",97209,-6634,3.5,846,45.52591,-122.68497,https://www.yelp.com/biz/rogue-distillery-and-public-house-portland-3?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,14,14296,1.1,39,39258
Elysian Brewing - Capitol Hill,"1221 E Pike St, Seattle, WA 98122",98122,-2985,3.5,745,47.61398318,-122.3156657,https://www.yelp.com/biz/elysian-brewing-capitol-hill-seattle?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,14,13594,2.3,54,53570
Bridgeport Brewing,"1313 NW Marshall St, Portland, OR 97209",97209,-4355,3.5,609,45.53111,-122.68496,https://www.yelp.com/biz/bridgeport-brewing-portland?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,14,14296,1.1,39,39258
Fat Head's Brewery,"131 NW 13th Ave, Portland, OR 97209",97209,-9043,4,493,45.52398,-122.68469,https://www.yelp.com/biz/fat-heads-brewery-portland-3?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,14,14296,1.1,39,39258
Six Arms,"300 E Pike St., Seattle, WA 98122",98122,-2126,3.5,419,47.61411273,-122.3278109,https://www.yelp.com/biz/six-arms-seattle?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,14,13594,2.3,54,53570
10 Barrel Brewing Co,"1411 NW Flanders St, Portland, OR 97209",97209,-2426,4,327,45.52586378,-122.6854459,https://www.yelp.com/biz/10-barrel-brewing-co-portland-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,14,14296,1.1,39,39258
The Abbey Brewing Company,"1115 16th St, Miami Beach, FL 33139",33139,-8952,4.5,313,25.7890516,-80.1401835,https://www.yelp.com/biz/the-abbey-brewing-company-miami-beach?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,14,14353,2.7,47,46612
Old Town Pizza & Brewing,"226 NW Davis St, Portland, OR 97209",97209,-10723,3.5,303,45.5244062,-122.6731778,https://www.yelp.com/biz/old-town-pizza-and-brewing-portland-4?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,14,14296,1.1,39,39258
Gordon Biersch Brewery Restaurant,"1000 Lancaster St, Ste B",21202,-10140,3.5,205,39.2825356,-76.6001511,https://www.yelp.com/biz/gordon-biersch-brewery-restaurant-baltimore?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,14,14384,1.6,30,30425
Lucky Labrador Beer Hall,"1945 NW Quimby, Portland, OR 97209",97209,-5371,3.5,177,45.5337,-122.69166,https://www.yelp.com/biz/lucky-labrador-beer-hall-portland?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,14,14296,1.1,39,39258
Sehkraft Brewing,"925 N Garfield St, Arlington, VA 22201",22201,-7431,3,169,38.88424692,-77.09299121,https://www.yelp.com/biz/sehkraft-brewing-arlington-3?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,14,14311,2.3,114,113683
PINTS,"412 NW 5th Ave, Portland, OR 97209",97209,-3805,4,155,45.52619,-122.67522,https://www.yelp.com/biz/pints-portland-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,14,14296,1.1,39,39258
McMenamins Ringlers Pub,"Crystal Ballroom, 1332 W. Burnside St.",97209,-1354,3.5,141,45.52289,-122.68468,https://www.yelp.com/biz/mcmenamins-ringlers-pub-portland?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,14,14296,1.1,39,39258
Brew House No. 16,"831 N Calvert St, Baltimore, MD 21202",21202,-5152,3.5,122,39.29962,-76.61264,https://www.yelp.com/biz/brew-house-no-16-baltimore-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,14,14384,1.6,30,30425
Kells Brew Pub,"210 NW 21st Ave, Portland, OR 97209",97209,-8396,3.5,121,45.52438,-122.69403,https://www.yelp.com/biz/kells-brew-pub-portland?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,14,14296,1.1,39,39258
Optimism Brewing Company,"1158 Broadway, Seattle, WA 98122",98122,-6285,4,118,47.61272,-122.32027,https://www.yelp.com/biz/optimism-brewing-company-seattle?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,14,13594,2.3,54,53570
Rachel's Ginger Beer,"1610 12th Ave, Seattle, WA 98122",98122,NA,4.5,115,47.61563,-122.31654,https://www.yelp.com/biz/rachels-ginger-beer-seattle-3?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,14,13594,2.3,54,53570
Outer Planet Craft Brewing,"1812 12th Ave, Ste 100",98122,-7968,4,39,47.61803,-122.31658,https://www.yelp.com/biz/outer-planet-craft-brewing-seattle?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,14,13594,2.3,54,53570
Back Pedal Brewing,"1425 NW Flanders St, Portland, OR 97209",97209,-7320,4.5,28,45.525881,-122.6857448,https://www.yelp.com/biz/back-pedal-brewing-portland?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,14,14296,1.1,39,39258
White Rock Beverages,"141-07 20th Ave, Ste 403",11357,-4863,4.5,2,40.782777,-73.827016,https://www.yelp.com/biz/white-rock-beverages-flushing?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,14,13973,2.8,72,71978
The Brewer's Art,"1106 N Charles St, Baltimore, MD 21201",21201,-7881,4,846,39.3028253,-76.61617992,https://www.yelp.com/biz/the-brewers-art-baltimore?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,13,13158,1.3,27,27465
Pratt Street Ale House,"206 W Pratt St, Baltimore, MD 21201",21201,-9553,3.5,448,39.28654,-76.6177533,https://www.yelp.com/biz/pratt-street-ale-house-baltimore?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,13,13158,1.3,27,27465
Lagunitas Brewing Company,"2607 W 17th St, Chicago, IL 60608",60608,-2602,4.5,377,41.8577419,-87.69224912,https://www.yelp.com/biz/lagunitas-brewing-company-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,13,13025,6.4,35,35336
The Hermosillo,"5125 York Blvd, Los Angeles, CA 90042",90042,-7520,4,292,34.1211586,-118.203743,https://www.yelp.com/biz/the-hermosillo-los-angeles?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,13,13444,4.6,51,50996
Minneapolis Town Hall Brewery,"1430 Washington Ave S, Minneapolis, MN 55454",55454,-9646,3.5,248,44.97339,-93.24779,https://www.yelp.com/biz/minneapolis-town-hall-brewery-minneapolis-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,13,13314,0.6,13,12806
Milwaukee Brewing Company,"613 S 2nd St, Milwaukee, WI 53204",53204,-2976,4.5,170,43.02489,-87.91302,https://www.yelp.com/biz/milwaukee-brewing-company-milwaukee?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,13,12900,3.3,24,24355
Highland Park Brewery,"5127 York Blvd, Los Angeles, CA 90042",90042,-7520,4,63,34.1208931,-118.2038004,https://www.yelp.com/biz/highland-park-brewery-los-angeles?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,13,13444,4.6,51,50996
Brenner Brewing Co,"706 S 5th St, Milwaukee, WI 53204",53204,-9347,4.5,62,43.023941,-87.9164429,https://www.yelp.com/biz/brenner-brewing-co-milwaukee-3?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,13,12900,3.3,24,24355
MobCraft Beer,"505 S 5th St, Milwaukee, WI 53204",53204,-5695,4,18,43.02608,-87.91723,https://www.yelp.com/biz/mobcraft-beer-milwaukee?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,13,12900,3.3,24,24355
Moody Tongue Brewing,"2136 S Peoria St, Bldg 3",60608,-6022,4.5,16,41.8528686,-87.6482549,https://www.yelp.com/biz/moody-tongue-brewing-chicago?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,13,13025,6.4,35,35336
Urban Harvest Brewing Company,"1024 S 5th St, Milwaukee, WI 53204",53204,-4736,4.5,11,43.02049,-87.91652,https://www.yelp.com/biz/urban-harvest-brewing-company-milwaukee?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,13,12900,3.3,24,24355
